Product_ID,Production_Date,Inspection_Result,Defect_Type,Root_Cause_Category,Supplier_ID,Shift,Inspector_ID,Rework_Required,Cost_of_Defect,First_Time_Yield
P4484,2023-05-03,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P5314,2024-06-22,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P3750,2024-11-16,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P8246,2025-02-27,Fail,Surface Crack,Human Error,S003,B,INSP004,Yes,1606,No
P7879,2024-09-30,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P3281,2024-08-20,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P9808,2025-03-23,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P3740,2023-10-11,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P7175,2024-11-13,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P7756,2023-12-30,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P4400,2023-05-29,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P9087,2024-07-27,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P3973,2023-06-12,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P9774,2024-11-12,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P5345,2024-10-23,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P6034,2023-09-11,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P2558,2024-03-05,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P9083,2023-08-17,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P1320,2023-08-11,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P6632,2023-04-16,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P3622,2024-07-04,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P6090,2025-01-23,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P9081,2023-10-19,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P3432,2023-08-07,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P3563,2023-06-02,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P6304,2024-12-24,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P6175,2024-03-07,Pass,N/A,N/A,S004,A,INSP003,No,0,Yes
P3708,2024-05-23,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P1145,2023-05-06,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P1038,2023-10-06,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P6357,2024-07-20,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P1961,2023-06-30,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P7724,2023-10-04,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P3909,2025-03-12,Fail,Weld Defect,Supplier Defect,S001,A,INSP005,Yes,1748,No
P9299,2024-02-18,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P5766,2024-07-08,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P9446,2025-02-05,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P4268,2023-04-22,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P6967,2024-04-03,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P3998,2024-10-28,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P9642,2023-12-26,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P9107,2024-11-30,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P9724,2024-03-08,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P7598,2023-06-29,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P3252,2024-08-23,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P5044,2025-04-07,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P2095,2024-11-01,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P2163,2024-09-21,Fail,Weld Defect,Human Error,S002,B,INSP002,Yes,768,No
P7518,2023-04-17,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P1396,2024-01-24,Fail,Weld Defect,Supplier Defect,S002,B,INSP005,Yes,1752,No
P2892,2025-04-12,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P7035,2024-11-16,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P4626,2024-07-27,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P3400,2024-04-24,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P2979,2024-07-11,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P3825,2023-08-06,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P2892,2025-01-10,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P6523,2025-02-02,Fail,Weld Defect,Design Flaw,S001,B,INSP001,Yes,737,No
P6926,2023-04-23,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P9936,2023-09-14,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P7335,2025-01-26,Fail,Weld Defect,Supplier Defect,S004,A,INSP005,Yes,1160,No
P4172,2024-05-18,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P6861,2024-07-08,Fail,Weld Defect,Human Error,S001,A,INSP005,Yes,1982,No
P9465,2025-01-31,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P8053,2025-02-14,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P2013,2023-08-22,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P6862,2023-06-20,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P2029,2024-07-25,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P8795,2024-05-21,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P9018,2024-10-11,Fail,Misalignment,Material Issue,S005,B,INSP002,Yes,838,No
P8731,2025-03-11,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P6291,2025-01-05,Pass,N/A,N/A,S004,A,INSP003,No,0,Yes
P1833,2024-08-12,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P2833,2023-10-03,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P5360,2023-08-13,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P3732,2024-07-25,Fail,Surface Crack,Machine Fault,S004,C,INSP002,Yes,566,No
P2780,2024-07-10,Fail,Porosity,Design Flaw,S004,C,INSP001,Yes,206,No
P5237,2024-09-09,Fail,Material Flaw,Design Flaw,S001,C,INSP001,Yes,141,No
P2312,2025-03-05,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P3188,2024-03-07,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P5185,2024-11-27,Fail,Porosity,Machine Fault,S001,B,INSP004,Yes,226,No
P9669,2024-09-17,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P5762,2023-07-27,Pass,N/A,N/A,S004,B,INSP003,No,0,Yes
P8313,2024-10-24,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P1013,2024-03-05,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P9179,2024-06-12,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P7214,2024-08-07,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P2638,2023-09-26,Fail,Material Flaw,Machine Fault,S003,B,INSP004,Yes,1326,No
P8941,2024-06-12,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P4961,2023-10-06,Fail,Misalignment,Human Error,S002,A,INSP002,Yes,1643,No
P7075,2023-07-17,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P2378,2023-09-14,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P8319,2023-07-09,Pass,N/A,N/A,S004,B,INSP003,No,0,Yes
P5733,2024-01-01,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P6831,2023-12-06,Fail,Material Flaw,Human Error,S005,A,INSP001,Yes,1232,No
P4458,2023-09-25,Fail,Porosity,Material Issue,S003,A,INSP001,Yes,1643,No
P9848,2024-01-07,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P8695,2024-06-16,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P8040,2024-03-24,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P8456,2024-02-18,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P3413,2023-05-23,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P3514,2025-02-21,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P2839,2023-07-01,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P8863,2023-10-05,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P2004,2024-07-23,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P2323,2023-10-24,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P3359,2025-03-31,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P5923,2024-03-19,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P2691,2024-10-25,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P6193,2024-11-01,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P6244,2023-11-08,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P7844,2023-12-29,Fail,Material Flaw,Human Error,S001,A,INSP005,Yes,1803,No
P3543,2023-05-13,Fail,Misalignment,Material Issue,S002,A,INSP003,Yes,601,No
P6055,2024-09-08,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P7970,2024-10-05,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P3478,2024-07-23,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P2751,2024-12-23,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P4824,2023-12-05,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P1909,2023-12-17,Pass,N/A,N/A,S001,B,INSP004,No,0,Yes
P4979,2024-02-09,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P1606,2024-06-19,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P4471,2024-11-26,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P1809,2023-06-28,Fail,Misalignment,Material Issue,S003,A,INSP004,Yes,571,No
P3516,2023-07-22,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P5440,2024-02-04,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P7656,2024-05-24,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P7764,2024-11-02,Fail,Misalignment,Supplier Defect,S002,B,INSP004,Yes,1214,No
P9910,2024-02-17,Pass,N/A,N/A,S001,B,INSP004,No,0,Yes
P9242,2024-04-04,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P2977,2024-07-08,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P4255,2023-08-12,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P1423,2024-10-13,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P4319,2024-03-31,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P8573,2024-07-09,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P6789,2023-08-19,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P4764,2023-06-06,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P2923,2023-09-09,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P1893,2024-01-04,Pass,N/A,N/A,S004,B,INSP003,No,0,Yes
P9828,2023-10-24,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P8354,2023-12-18,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P2797,2024-06-24,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P6752,2025-01-28,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P1724,2024-11-10,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P3666,2023-05-20,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P2464,2024-07-04,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P7703,2025-03-29,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P8784,2024-12-26,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P7570,2024-09-12,Fail,Surface Crack,Design Flaw,S005,B,INSP001,Yes,1941,No
P6633,2024-04-14,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P5047,2024-01-06,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P1147,2023-10-17,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P6607,2025-03-04,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P4718,2023-11-23,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P2246,2024-11-05,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P6031,2025-02-27,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P4898,2023-06-30,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P1843,2023-06-24,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P8955,2024-09-05,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P1780,2025-01-23,Fail,Porosity,Material Issue,S002,C,INSP002,Yes,396,No
P1199,2023-07-13,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P8497,2023-11-07,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P2856,2024-10-29,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P6196,2024-01-10,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P3683,2025-01-06,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P3448,2024-05-28,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P2525,2023-06-01,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P9918,2023-12-21,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P5363,2024-04-02,Pass,N/A,N/A,S004,A,INSP003,No,0,Yes
P3966,2025-03-21,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P3192,2024-01-14,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P1715,2024-12-28,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P6980,2025-03-28,Fail,Material Flaw,Human Error,S003,A,INSP005,Yes,1071,No
P8059,2023-06-20,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P2826,2024-03-11,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P2094,2024-02-24,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P2098,2023-09-10,Pass,N/A,N/A,S002,A,INSP005,No,0,Yes
P4260,2024-02-02,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P3444,2023-08-23,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P7456,2024-04-06,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P8187,2023-11-23,Fail,Porosity,Machine Fault,S004,A,INSP001,Yes,1570,No
P7224,2023-06-07,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P8370,2025-02-01,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P7389,2023-11-17,Fail,Porosity,Machine Fault,S003,C,INSP002,Yes,1719,No
P8151,2024-04-19,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P2340,2023-06-30,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P3850,2024-09-11,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P9836,2024-01-18,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P8823,2024-11-02,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P8198,2023-09-30,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P8800,2024-09-21,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P4818,2023-06-22,Fail,Porosity,Machine Fault,S001,C,INSP001,Yes,595,No
P1135,2024-06-06,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P6443,2024-01-20,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P7738,2024-07-04,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P2734,2023-06-18,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P7165,2025-01-22,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P2188,2023-08-07,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P4351,2025-02-03,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P9889,2023-12-14,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P1885,2024-12-26,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P6540,2025-02-09,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P8755,2024-10-03,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P4564,2024-01-05,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P9455,2023-12-02,Fail,Porosity,Supplier Defect,S001,C,INSP005,Yes,1682,No
P5359,2025-01-27,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P2824,2024-04-30,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P7182,2023-04-16,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P7820,2024-04-28,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P1006,2024-02-15,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P7530,2024-10-30,Fail,Misalignment,Human Error,S002,C,INSP002,Yes,1564,No
P1137,2023-07-02,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P9557,2024-07-30,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P1281,2024-06-08,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P4422,2024-01-01,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P5085,2024-03-14,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P2811,2024-03-31,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P6938,2023-10-29,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P1365,2024-02-06,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P3047,2023-05-11,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P7657,2023-10-10,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P4168,2024-04-11,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P9239,2024-05-01,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P9019,2023-06-24,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P8685,2024-10-18,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P5784,2024-10-29,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P6101,2024-03-24,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P3723,2023-11-28,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P9641,2024-06-18,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P2405,2024-12-28,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P9524,2024-10-21,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P3281,2024-06-15,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P4974,2023-04-18,Fail,Misalignment,Design Flaw,S003,B,INSP003,Yes,1572,No
P5148,2023-08-12,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P6180,2024-09-14,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P2589,2023-06-26,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P1754,2024-03-08,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P9528,2023-09-29,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P3787,2024-03-26,Fail,Surface Crack,Supplier Defect,S003,A,INSP004,Yes,1878,No
P4975,2024-07-01,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P9661,2023-05-31,Fail,Porosity,Design Flaw,S001,C,INSP002,Yes,285,No
P1094,2025-04-10,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P4660,2024-02-10,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P5561,2024-01-24,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P4236,2024-10-08,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P1595,2023-12-15,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P3642,2024-03-07,Fail,Weld Defect,Machine Fault,S001,C,INSP002,Yes,1446,No
P3279,2025-02-24,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P5081,2023-06-27,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P6676,2023-12-13,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P3619,2023-05-28,Fail,Misalignment,Human Error,S001,C,INSP004,Yes,216,No
P6235,2024-08-18,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P7227,2024-02-12,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P1171,2023-05-28,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P4729,2023-10-02,Fail,Surface Crack,Human Error,S004,A,INSP005,Yes,260,No
P1278,2023-12-04,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P2347,2024-06-08,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P8111,2024-01-11,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P3190,2024-01-03,Fail,Porosity,Material Issue,S004,A,INSP003,Yes,1230,No
P9579,2024-01-29,Fail,Porosity,Human Error,S005,B,INSP004,Yes,766,No
P4889,2025-02-12,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P4406,2024-06-14,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P7148,2023-12-05,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P7651,2023-09-14,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P3007,2024-08-01,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P2585,2023-10-19,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P4948,2023-05-09,Pass,N/A,N/A,S001,B,INSP004,No,0,Yes
P9965,2024-09-20,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P9499,2024-06-30,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P8241,2025-03-18,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P5245,2023-08-22,Fail,Porosity,Material Issue,S001,C,INSP005,Yes,914,No
P4385,2023-05-08,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P8221,2025-01-15,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P1794,2025-04-02,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P9237,2024-03-20,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P2653,2023-06-22,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P5831,2024-05-07,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P1068,2025-02-22,Fail,Material Flaw,Material Issue,S004,B,INSP002,Yes,455,No
P7739,2023-05-25,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P6210,2025-03-30,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P9028,2023-04-15,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P3118,2024-04-29,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P5183,2025-02-11,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P1496,2025-01-23,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P5336,2024-02-06,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P6387,2024-12-16,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P1376,2023-07-14,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P8180,2023-11-04,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P4433,2024-04-06,Fail,Misalignment,Material Issue,S004,C,INSP005,Yes,343,No
P7124,2025-04-04,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P8224,2024-05-27,Fail,Weld Defect,Machine Fault,S004,B,INSP003,Yes,1191,No
P6205,2023-05-22,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P8453,2024-07-20,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P8028,2024-07-17,Fail,Weld Defect,Material Issue,S003,B,INSP004,Yes,1205,No
P4837,2023-11-22,Fail,Material Flaw,Machine Fault,S003,A,INSP004,Yes,221,No
P2904,2025-02-09,Fail,Weld Defect,Human Error,S002,B,INSP005,Yes,1190,No
P1730,2023-11-08,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P3592,2025-02-15,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P3431,2024-06-13,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P5281,2024-04-24,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P9620,2023-07-05,Fail,Weld Defect,Machine Fault,S001,B,INSP001,Yes,854,No
P2026,2023-12-21,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P3143,2024-08-06,Fail,Surface Crack,Design Flaw,S005,A,INSP002,Yes,1809,No
P4161,2024-07-30,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P9433,2024-02-09,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P8399,2023-12-03,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P7772,2024-06-14,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P9980,2023-06-14,Fail,Weld Defect,Human Error,S002,A,INSP003,Yes,1296,No
P5365,2023-06-06,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P7025,2023-09-24,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P3359,2024-12-03,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P6118,2024-09-28,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P5860,2023-07-07,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P4772,2024-10-14,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P9707,2024-01-04,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P8444,2024-12-03,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P4135,2024-03-04,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P6171,2024-08-14,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P8432,2024-09-25,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P4204,2023-09-14,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P1298,2024-03-11,Pass,N/A,N/A,S001,B,INSP004,No,0,Yes
P5572,2023-11-19,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P5615,2025-01-04,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P3355,2025-04-09,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P7475,2025-03-11,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P6268,2023-12-09,Fail,Porosity,Supplier Defect,S004,C,INSP002,Yes,1655,No
P3027,2023-07-23,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P7694,2024-03-25,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P6985,2024-09-05,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P4165,2024-10-31,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P9442,2025-02-11,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P6053,2023-07-16,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P6760,2025-01-07,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P7957,2023-12-19,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
